Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen;∅ Anrainer DE/LU [€/MWh] Berechnete Auflösungen;Belgien [€/MWh] Berechnete Auflösungen;Dänemark 1 [€/MWh] Berechnete Auflösungen;Dänemark 2 [€/MWh] Berechnete Auflösungen;Frankreich [€/MWh] Berechnete Auflösungen;Niederlande [€/MWh] Berechnete Auflösungen;Norwegen 2 [€/MWh] Berechnete Auflösungen;Österreich [€/MWh] Berechnete Auflösungen;Polen [€/MWh] Berechnete Auflösungen;Schweden 4 [€/MWh] Berechnete Auflösungen;Schweiz [€/MWh] Berechnete Auflösungen;Tschechien [€/MWh] Berechnete Auflösungen;DE/AT/LU [€/MWh] Berechnete Auflösungen;Italien (Nord) [€/MWh] Berechnete Auflösungen;Slowenien [€/MWh] Berechnete Auflösungen;Ungarn [€/MWh] Berechnete Auflösungen
11.03.2026 09:00;11.03.2026 10:00;57,95;70,29;62,96;57,95;57,94;61,22;73,92;82,13;59,34;59,85;52,62;145,29;59,95;-;143,60;56,76;64,60
11.03.2026 10:00;11.03.2026 11:00;26,23;47,92;34,99;35,86;35,69;32,30;52,10;78,04;32,16;17,69;35,29;138,10;34,88;-;141,93;25,79;30,72
11.03.2026 11:00;11.03.2026 12:00;12,20;40,41;23,30;32,05;32,05;19,82;45,71;82,83;15,69;14,73;31,77;131,40;15,15;-;139,67;14,76;17,02
11.03.2026 12:00;11.03.2026 13:00;9,91;35,50;17,64;31,19;31,19;15,21;36,02;65,60;12,27;11,62;30,79;127,02;11,92;-;133,07;11,54;13,35
11.03.2026 13:00;11.03.2026 14:00;16,14;39,89;25,78;29,25;29,25;22,82;39,38;78,33;19,79;15,32;28,98;130,00;19,88;-;137,85;18,87;22,27
11.03.2026 14:00;11.03.2026 15:00;47,27;56,52;43,55;47,27;47,19;33,13;45,55;84,51;49,71;44,05;42,39;133,42;50,96;-;142,42;47,73;55,67
11.03.2026 15:00;11.03.2026 16:00;79,33;81,08;69,52;79,33;71,94;39,69;77,69;93,91;83,60;90,73;64,59;138,58;82,34;-;138,99;83,43;84,41
11.03.2026 16:00;11.03.2026 17:00;104,11;98,40;93,23;93,12;93,55;53,72;99,20;103,11;123,05;101,24;76,12;143,29;102,81;-;148,43;133,68;150,48
11.03.2026 17:00;11.03.2026 18:00;128,78;118,31;121,41;112,24;112,20;89,42;125,40;114,81;144,00;118,70;85,57;152,13;125,55;-;155,33;154,77;180,54
11.03.2026 18:00;11.03.2026 19:00;153,14;137,76;147,37;135,00;134,94;129,09;149,95;123,97;163,04;143,95;82,84;156,47;148,74;-;170,00;175,59;236,24
11.03.2026 19:00;11.03.2026 20:00;156,72;144,32;157,75;140,50;149,22;158,55;157,31;125,38;160,71;151,16;80,23;154,89;151,82;-;171,96;173,88;225,89
11.03.2026 20:00;11.03.2026 21:00;132,19;125,78;134,16;121,87;128,14;134,99;133,25;121,07;144,93;110,42;76,63;149,77;128,41;-;163,15;163,26;218,95
11.03.2026 21:00;11.03.2026 22:00;123,03;113,61;115,23;112,00;115,76;90,63;119,00;115,13;137,90;99,21;72,51;140,39;131,91;-;147,29;145,17;165,35
11.03.2026 22:00;11.03.2026 23:00;119,30;110,89;113,57;108,06;108,01;95,75;116,32;110,64;129,84;98,23;69,64;139,85;129,93;-;138,00;133,01;138,79
11.03.2026 23:00;12.03.2026 00:00;104,00;100,74;101,95;99,64;99,59;92,85;104,14;102,07;112,54;82,40;64,07;133,70;115,21;-;139,69;114,58;117,39
12.03.2026 00:00;12.03.2026 01:00;100,19;94,25;96,70;86,32;79,84;79,52;99,92;95,96;118,03;56,29;59,44;141,12;123,61;-;134,59;121,96;127,32
12.03.2026 01:00;12.03.2026 02:00;92,04;89,38;92,05;86,10;77,84;84,53;92,53;89,63;111,03;40,13;51,14;140,00;118,24;-;130,10;115,53;122,18
12.03.2026 02:00;12.03.2026 03:00;88,81;82,64;87,12;75,30;81,11;75,91;88,45;86,39;105,34;46,05;14,06;138,34;110,98;-;126,62;109,12;114,43
12.03.2026 03:00;12.03.2026 04:00;88,61;81,48;83,64;67,01;75,56;63,93;86,71;85,81;104,54;69,45;14,13;136,51;108,98;-;127,53;107,95;112,36
12.03.2026 04:00;12.03.2026 05:00;89,66;84,11;85,46;60,48;67,43;65,64;88,35;86,87;111,13;92,89;13,50;136,59;116,85;-;129,84;116,13;124,45
12.03.2026 05:00;12.03.2026 06:00;99,82;89,78;93,44;48,85;74,67;66,74;97,47;92,41;124,54;97,77;20,11;141,59;130,00;-;132,12;130,80;146,18
12.03.2026 06:00;12.03.2026 07:00;130,67;109,36;121,10;75,82;88,49;91,23;126,33;97,43;144,62;111,76;56,70;144,07;145,39;-;149,05;149,05;169,91
12.03.2026 07:00;12.03.2026 08:00;137,14;117,07;128,65;90,50;91,53;111,30;132,34;105,25;143,51;123,56;71,23;144,70;145,23;-;153,65;144,80;160,67
12.03.2026 08:00;12.03.2026 09:00;104,81;103,16;103,62;99,84;97,75;99,88;104,23;101,55;106,65;100,39;69,35;144,05;107,51;-;152,65;106,29;109,26
12.03.2026 09:00;12.03.2026 10:00;80,00;79,02;72,88;75,03;57,80;52,15;76,49;91,01;82,54;81,80;55,01;142,52;82,05;-;147,44;81,39;84,84
12.03.2026 10:00;12.03.2026 11:00;28,48;46,43;23,52;28,48;25,68;8,87;25,52;84,65;44,00;69,20;25,14;141,00;34,68;-;146,61;39,42;40,34
12.03.2026 11:00;12.03.2026 12:00;0,34;28,58;0,97;0,57;1,92;0,00;0,76;74,38;10,69;64,36;2,48;137,99;20,29;-;145,43;11,69;14,15
12.03.2026 12:00;12.03.2026 13:00;-1,09;28,34;0,21;-0,11;0,07;-0,01;-0,27;83,34;8,83;64,00;1,30;135,89;18,51;-;133,00;10,13;12,17
12.03.2026 13:00;12.03.2026 14:00;-2,49;35,22;1,03;-0,05;-0,04;-0,01;-0,01;91,35;26,31;83,50;0,53;130,00;54,87;-;134,27;29,15;37,90
12.03.2026 14:00;12.03.2026 15:00;-0,90;43,57;2,31;-0,05;-0,04;-0,01;0,90;82,85;86,04;98,61;0,40;136,51;71,72;-;135,50;64,79;73,93
12.03.2026 15:00;12.03.2026 16:00;3,60;50,17;5,48;3,60;3,50;-0,01;4,22;94,10;137,97;94,63;3,39;136,61;68,37;-;143,73;97,79;101,45
12.03.2026 16:00;12.03.2026 17:00;51,17;76,71;42,82;45,83;34,87;0,00;50,00;87,13;138,94;164,30;32,50;140,10;107,34;-;143,37;133,83;165,07
12.03.2026 17:00;12.03.2026 18:00;108,58;99,93;87,87;67,73;77,24;13,02;98,50;101,82;160,67;175,92;58,51;140,99;116,97;-;151,45;190,11;248,89
12.03.2026 18:00;12.03.2026 19:00;114,87;126,30;109,26;85,52;88,51;78,88;113,37;108,54;160,00;265,03;63,37;150,68;166,10;-;160,00;177,96;275,02
12.03.2026 19:00;12.03.2026 20:00;106,00;124,14;111,98;78,45;71,23;113,34;110,00;103,03;144,99;274,71;51,45;145,00;161,33;-;162,71;162,71;261,17
12.03.2026 20:00;12.03.2026 21:00;86,57;97,51;90,62;59,30;40,36;86,30;89,57;90,68;125,44;194,41;30,89;145,00;120,00;-;155,07;157,18;239,38
12.03.2026 21:00;12.03.2026 22:00;69,79;78,88;71,04;41,16;33,47;54,26;74,13;80,82;123,63;123,80;12,01;142,39;111,00;-;161,66;148,23;219,70
12.03.2026 22:00;12.03.2026 23:00;62,55;69,26;63,12;28,37;19,10;50,27;63,67;70,75;107,22;98,73;3,61;141,30;115,76;-;142,40;119,01;147,10
12.03.2026 23:00;13.03.2026 00:00;17,90;53,15;23,25;17,90;11,24;25,80;20,05;43,31;121,94;90,68;1,26;140,19;89,00;-;141,49;109,07;125,98
13.03.2026 00:00;13.03.2026 01:00;6,29;49,10;10,41;6,29;6,29;9,60;7,35;51,34;111,28;106,83;0,89;140,52;89,35;-;145,61;111,28;121,54
13.03.2026 01:00;13.03.2026 02:00;4,10;44,63;7,85;4,10;4,11;9,73;4,94;43,55;101,16;100,22;1,19;137,50;76,52;-;141,37;101,16;105,62
13.03.2026 02:00;13.03.2026 03:00;2,89;41,75;5,87;2,89;2,89;5,73;3,34;36,80;102,51;87,43;1,39;136,00;74,47;-;138,71;96,84;103,57
13.03.2026 03:00;13.03.2026 04:00;1,15;40,36;3,59;1,15;1,15;1,14;1,29;35,20;103,76;86,96;-0,01;135,36;74,34;-;135,08;96,01;103,76
13.03.2026 04:00;13.03.2026 05:00;1,46;42,87;4,40;1,46;1,47;0,64;1,97;37,17;114,92;90,88;0,02;136,02;82,60;-;138,85;103,21;114,92
13.03.2026 05:00;13.03.2026 06:00;2,91;46,78;5,25;2,91;2,91;2,89;2,91;41,21;119,71;96,16;1,22;140,07;99,35;-;143,59;124,45;136,99
13.03.2026 06:00;13.03.2026 07:00;8,46;62,70;17,96;8,46;8,46;14,68;13,17;69,50;136,84;103,66;5,08;144,36;167,51;-;158,04;150,06;201,72
13.03.2026 07:00;13.03.2026 08:00;19,94;68,15;33,49;19,94;19,93;31,51;41,00;81,99;131,49;100,81;12,05;145,95;131,49;-;171,38;131,89;148,07
13.03.2026 08:00;13.03.2026 09:00;6,41;59,31;38,78;6,96;6,96;35,25;95,56;94,65;88,73;47,26;4,67;144,91;88,67;-;165,59;81,21;88,55
13.03.2026 09:00;13.03.2026 10:00;-0,24;38,00;30,17;2,31;2,00;14,88;93,90;95,16;18,50;-3,39;1,77;144,00;18,67;-;145,00;18,40;20,01
13.03.2026 10:00;13.03.2026 11:00;-5,00;33,99;27,57;2,33;1,60;4,45;89,03;92,38;9,93;-0,50;-0,08;140,00;7,17;-;136,58;8,84;8,02
13.03.2026 11:00;13.03.2026 12:00;-9,00;32,63;47,04;2,30;1,60;5,04;75,30;82,90;7,26;-0,34;0,83;134,61;2,35;-;122,96;6,72;4,40
13.03.2026 12:00;13.03.2026 13:00;-8,35;30,58;55,95;1,84;1,59;17,94;67,00;63,64;5,15;-1,62;-1,13;125,27;0,73;-;115,07;4,94;2,89
13.03.2026 13:00;13.03.2026 14:00;-2,55;24,61;13,30;1,64;1,61;5,56;55,00;63,57;2,58;0,01;-0,08;126,50;1,01;-;118,00;2,43;1,76
13.03.2026 14:00;13.03.2026 15:00;1,17;29,46;19,12;2,63;2,64;11,86;64,40;78,60;8,12;0,01;0,51;129,30;6,88;-;123,05;8,43;8,10
13.03.2026 15:00;13.03.2026 16:00;47,07;58,52;51,31;47,07;47,07;23,77;81,87;87,70;67,64;34,05;3,70;136,68;62,84;-;137,83;67,03;67,69
13.03.2026 16:00;13.03.2026 17:00;101,31;92,08;87,25;80,14;100,16;30,57;109,83;101,76;110,80;106,07;38,98;140,43;106,88;-;148,43;111,02;108,99
13.03.2026 17:00;13.03.2026 18:00;141,93;124,08;122,97;130,46;133,47;77,09;134,01;110,35;145,94;149,06;67,43;145,71;148,41;-;150,77;143,31;204,80
13.03.2026 18:00;13.03.2026 19:00;161,49;140,72;141,48;147,09;160,10;96,86;152,09;117,16;157,95;180,31;71,35;153,49;170,00;-;168,37;147,73;300,00
13.03.2026 19:00;13.03.2026 20:00;165,75;148,00;163,33;137,82;165,68;157,86;164,60;117,48;166,40;166,46;71,30;150,49;166,54;-;171,07;165,43;168,06
13.03.2026 20:00;13.03.2026 21:00;145,72;131,98;138,42;131,89;145,66;121,40;142,28;115,92;148,41;146,83;69,80;144,03;147,11;-;163,44;148,64;147,84
13.03.2026 21:00;13.03.2026 22:00;130,33;120,19;119,91;127,43;127,38;93,39;127,43;114,70;134,91;132,38;68,72;143,07;132,82;-;158,27;135,27;133,98
13.03.2026 22:00;13.03.2026 23:00;123,42;118,10;120,04;123,42;123,36;109,82;124,16;114,05;125,30;124,25;68,10;142,20;124,45;-;155,00;125,43;124,91
13.03.2026 23:00;14.03.2026 00:00;115,81;113,05;115,91;115,81;115,74;115,91;115,88;111,12;116,50;113,43;66,13;140,37;116,77;-;149,00;116,68;116,94
14.03.2026 00:00;14.03.2026 01:00;112,95;113,82;117,88;112,95;112,89;116,32;130,70;109,05;114,79;111,84;67,15;144,01;114,42;-;144,89;114,87;114,78
14.03.2026 01:00;14.03.2026 02:00;109,07;110,43;115,02;109,07;109,01;113,18;127,50;105,60;110,64;109,63;64,05;141,06;109,96;-;140,77;110,58;110,25
14.03.2026 02:00;14.03.2026 03:00;103,99;104,34;108,10;103,99;103,94;106,66;117,14;102,00;105,06;104,29;54,38;137,70;104,54;-;136,45;104,99;104,75
14.03.2026 03:00;14.03.2026 04:00;101,86;101,08;99,01;101,86;101,82;77,22;122,01;101,41;107,99;104,22;53,75;137,48;105,10;-;139,88;108,37;106,66
14.03.2026 04:00;14.03.2026 05:00;105,12;103,24;101,23;105,12;105,06;86,29;116,12;103,23;108,93;106,62;59,46;136,45;107,14;-;134,15;109,27;108,16
14.03.2026 05:00;14.03.2026 06:00;109,07;107,22;108,36;109,07;109,01;104,64;112,70;105,54;110,60;107,21;63,97;137,92;110,45;-;132,20;110,91;110,87
14.03.2026 06:00;14.03.2026 07:00;111,52;109,85;111,04;111,52;111,46;109,78;111,68;108,39;112,46;109,27;67,03;143,06;112,69;-;148,67;112,72;112,83
14.03.2026 07:00;14.03.2026 08:00;116,71;107,40;118,91;116,71;116,65;115,99;119,60;112,98;94,09;75,42;71,08;143,55;96,39;-;152,49;84,66;85,56
14.03.2026 08:00;14.03.2026 09:00;121,88;99,52;135,13;121,88;121,82;129,42;135,06;117,62;48,21;21,00;74,35;145,10;45,14;-;144,19;19,13;17,01
14.03.2026 09:00;14.03.2026 10:00;116,14;89,44;123,17;116,14;116,08;123,71;120,90;114,21;32,52;-10,00;73,22;141,00;32,94;-;140,00;1,72;-0,82
14.03.2026 10:00;14.03.2026 11:00;107,52;80,65;111,22;107,52;107,47;105,00;111,10;110,22;16,37;-16,19;69,98;136,41;28,02;-;141,95;-0,23;-3,63
14.03.2026 11:00;14.03.2026 12:00;103,53;74,19;100,94;103,93;103,48;79,32;104,61;106,68;-1,26;-3,76;67,81;126,89;27,46;-;140,00;-2,79;-4,92
14.03.2026 12:00;14.03.2026 13:00;104,20;75,01;105,25;104,68;104,15;91,20;106,95;107,32;-1,60;-12,01;69,53;122,97;26,67;-;124,45;-2,50;-5,40
14.03.2026 13:00;14.03.2026 14:00;103,43;71,46;97,41;103,57;103,38;71,41;102,81;106,53;0,29;-16,84;70,00;121,85;25,63;-;120,84;-1,14;-5,39
14.03.2026 14:00;14.03.2026 15:00;105,68;77,98;100,41;105,68;105,63;72,36;105,37;108,85;23,92;7,24;72,98;124,58;30,80;-;123,52;-1,20;-2,41
14.03.2026 15:00;14.03.2026 16:00;114,22;93,33;102,71;114,22;114,17;64,59;109,92;113,88;61,22;73,59;78,55;127,80;65,94;-;128,36;37,85;40,14
14.03.2026 16:00;14.03.2026 17:00;130,00;116,67;112,69;130,00;129,95;78,78;121,85;119,71;123,23;122,85;83,47;139,10;121,78;-;148,18;118,98;117,81
14.03.2026 17:00;14.03.2026 18:00;138,65;130,00;130,50;138,65;138,60;100,04;134,24;127,66;142,63;140,40;87,82;148,69;140,79;-;160,00;143,26;142,01
14.03.2026 18:00;14.03.2026 19:00;161,10;153,71;161,10;161,10;161,04;161,10;161,10;138,15;161,10;161,10;92,94;171,02;161,10;-;173,40;161,10;161,10
14.03.2026 19:00;14.03.2026 20:00;169,83;159,44;169,83;169,83;169,77;169,83;169,83;133,56;169,83;169,83;89,64;172,00;169,83;-;180,68;169,83;169,83
14.03.2026 20:00;14.03.2026 21:00;150,27;142,18;150,27;150,27;150,21;150,27;150,27;125,30;150,27;150,27;85,25;151,39;150,27;-;157,08;150,27;150,27
14.03.2026 21:00;14.03.2026 22:00;137,45;132,05;137,45;137,45;137,39;137,45;137,45;123,18;137,45;137,45;84,25;145,55;137,45;-;144,60;137,45;137,45
14.03.2026 22:00;14.03.2026 23:00;135,24;129,80;135,24;135,24;135,18;135,24;135,24;120,16;135,24;135,24;81,76;144,05;135,24;-;137,17;135,24;135,24
14.03.2026 23:00;15.03.2026 00:00;128,05;123,96;128,05;128,05;127,99;128,05;128,05;118,62;128,05;128,05;80,55;140,10;128,05;-;136,09;128,05;128,05
15.03.2026 00:00;15.03.2026 01:00;137,34;128,26;139,50;137,34;137,29;138,58;140,42;117,80;133,21;117,12;76,99;143,98;128,59;-;141,80;131,09;128,66
15.03.2026 01:00;15.03.2026 02:00;133,73;125,94;135,98;133,73;133,68;135,19;136,70;117,04;129,96;116,74;78,70;141,01;126,61;-;135,19;128,76;126,65
15.03.2026 02:00;15.03.2026 03:00;124,96;120,08;125,03;124,96;124,91;122,35;125,95;116,24;123,85;117,60;80,42;137,43;122,13;-;125,23;123,35;122,28
15.03.2026 03:00;15.03.2026 04:00;123,53;116,55;118,25;123,53;123,48;102,63;122,56;116,26;123,95;112,78;81,35;136,98;120,23;-;123,76;123,38;121,05
15.03.2026 04:00;15.03.2026 05:00;122,18;117,30;116,53;122,18;122,13;103,52;120,97;116,32;124,52;122,75;82,12;136,00;123,27;-;124,74;124,74;123,97
15.03.2026 05:00;15.03.2026 06:00;124,12;119,45;120,23;124,12;124,08;112,12;122,45;115,43;125,65;124,79;83,10;137,00;124,93;-;125,81;125,81;125,36
15.03.2026 06:00;15.03.2026 07:00;124,39;118,85;117,84;124,39;124,35;104,35;121,23;115,02;126,54;125,70;82,30;139,75;125,90;-;138,02;125,91;127,80
15.03.2026 07:00;15.03.2026 08:00;118,46;111,42;110,78;117,81;117,77;88,05;116,78;111,30;118,83;106,95;80,97;141,07;115,29;-;128,70;116,69;118,33
15.03.2026 08:00;15.03.2026 09:00;109,10;102,67;103,20;109,10;109,06;82,25;108,90;107,03;114,65;78,51;76,60;141,05;99,06;-;130,76;89,51;60,57
15.03.2026 09:00;15.03.2026 10:00;94,77;90,46;79,43;94,77;94,74;45,00;88,19;97,54;118,47;79,64;72,11;131,02;94,15;-;120,44;70,90;5,99
15.03.2026 10:00;15.03.2026 11:00;87,31;76,89;63,84;87,31;87,29;6,80;75,55;90,77;95,02;68,50;68,66;121,81;80,26;-;115,61;56,77;-1,01
15.03.2026 11:00;15.03.2026 12:00;72,21;68,50;52,63;72,21;72,20;7,08;63,78;80,93;91,75;60,88;61,23;117,52;73,28;-;114,50;54,64;-0,01
15.03.2026 12:00;15.03.2026 13:00;52,97;54,75;39,70;52,97;52,96;8,57;46,81;69,98;67,69;43,67;50,01;116,75;53,13;-;100,00;39,46;-4,90
15.03.2026 13:00;15.03.2026 14:00;36,46;41,80;26,45;36,46;36,46;2,00;31,86;61,62;46,53;30,95;36,11;114,13;37,20;-;84,17;27,81;0,50
15.03.2026 14:00;15.03.2026 15:00;37,20;44,16;26,13;37,20;37,35;0,08;32,09;61,48;44,41;55,49;37,03;115,55;38,95;-;70,25;32,08;17,01
15.03.2026 15:00;15.03.2026 16:00;63,08;63,51;44,35;63,08;62,92;0,74;53,72;76,22;70,21;85,73;52,66;121,04;67,93;-;96,62;68,98;72,44
15.03.2026 16:00;15.03.2026 17:00;89,25;83,70;63,28;85,51;85,49;1,86;77,55;95,89;100,61;102,05;71,35;141,40;95,74;-;119,45;101,66;98,69
15.03.2026 17:00;15.03.2026 18:00;127,91;112,32;100,55;116,75;116,71;38,32;115,34;111,96;138,54;132,74;82,77;148,10;133,80;-;142,80;139,88;136,82
15.03.2026 18:00;15.03.2026 19:00;149,12;131,32;131,25;127,99;127,96;91,22;140,86;118,28;156,18;153,03;91,61;152,96;153,19;-;155,49;157,14;155,23
15.03.2026 19:00;15.03.2026 20:00;131,87;132,29;128,78;117,84;124,72;119,03;130,80;117,15;143,19;175,78;96,60;153,48;147,87;-;157,25;147,71;151,78
15.03.2026 20:00;15.03.2026 21:00;108,48;116,86;97,81;93,15;99,51;66,60;105,08;106,80;138,78;206,10;75,71;150,79;145,11;-;157,99;145,87;154,39
15.03.2026 21:00;15.03.2026 22:00;91,88;99,90;80,89;80,80;84,73;49,51;88,18;95,22;118,50;163,84;65,27;148,30;123,62;-;152,19;124,32;130,98
15.03.2026 22:00;15.03.2026 23:00;82,86;92,23;77,08;70,34;76,06;58,42;81,06;88,06;104,53;145,12;56,82;147,08;109,98;-;148,10;109,59;115,97
15.03.2026 23:00;16.03.2026 00:00;64,02;77,79;57,45;61,46;58,63;35,66;61,99;77,23;89,09;122,98;49,96;143,01;98,24;-;137,72;96,55;104,03
16.03.2026 00:00;16.03.2026 01:00;34,17;56,93;32,25;34,17;30,06;22,51;33,14;61,66;83,35;100,69;29,27;131,09;68,07;-;140,38;77,90;82,26
16.03.2026 01:00;16.03.2026 02:00;23,33;50,70;23,50;23,33;23,16;19,03;23,06;54,98;81,99;97,42;22,09;127,18;62,00;-;135,52;74,17;78,96
16.03.2026 02:00;16.03.2026 03:00;17,59;47,01;16,63;17,59;17,34;9,57;16,61;50,42;88,40;96,90;17,19;125,00;61,53;-;134,29;77,20;81,67
16.03.2026 03:00;16.03.2026 04:00;14,14;41,19;13,20;14,14;14,07;4,91;13,76;44,01;60,96;96,05;14,18;126,10;51,72;-;135,55;59,02;65,55
16.03.2026 04:00;16.03.2026 05:00;20,06;48,34;17,29;20,06;19,32;5,01;18,31;53,41;90,03;100,26;19,24;124,83;64,01;-;135,57;79,57;84,03
16.03.2026 05:00;16.03.2026 06:00;37,43;66,78;41,97;37,43;29,51;35,96;40,72;63,95;92,98;105,33;28,95;138,40;119,33;-;141,10;108,11;126,25
16.03.2026 06:00;16.03.2026 07:00;66,19;99,55;73,50;66,19;63,96;77,91;70,00;78,65;144,95;162,81;63,74;144,90;148,41;-;152,94;139,84;149,50
16.03.2026 07:00;16.03.2026 08:00;95,57;116,03;98,83;95,57;93,31;99,65;97,43;98,68;134,42;174,34;93,14;155,00;136,02;-;160,79;134,55;143,45
16.03.2026 08:00;16.03.2026 09:00;95,98;100,70;96,35;95,98;86,95;96,66;96,18;100,34;100,71;103,53;77,75;153,87;99,32;-;160,76;100,32;100,79
16.03.2026 09:00;16.03.2026 10:00;73,10;81,35;72,88;73,10;73,10;72,67;73,01;92,90;73,23;91,96;55,32;142,40;74,23;-;150,00;69,50;72,99
16.03.2026 10:00;16.03.2026 11:00;42,60;60,17;42,40;42,60;42,47;42,22;42,50;93,44;42,76;94,80;40,04;135,08;43,56;-;140,00;39,55;42,02
16.03.2026 11:00;16.03.2026 12:00;17,37;40,44;17,35;17,55;17,67;17,34;17,36;86,15;17,38;89,94;17,68;128,95;17,44;-;128,98;17,13;17,34
16.03.2026 12:00;16.03.2026 13:00;12,04;40,89;13,76;13,25;13,43;14,84;12,90;99,23;24,05;89,92;13,61;120,00;34,83;-;117,55;24,61;26,38
16.03.2026 13:00;16.03.2026 14:00;15,88;47,80;15,49;16,29;16,70;4,23;16,00;99,73;58,75;98,16;16,78;120,00;63,67;-;118,28;54,41;55,31
16.03.2026 14:00;16.03.2026 15:00;42,17;63,02;36,27;42,17;41,76;11,19;39,34;97,40;90,09;98,28;39,78;124,02;72,90;-;128,23;80,95;78,28
16.03.2026 15:00;16.03.2026 16:00;64,45;81,58;55,97;64,45;64,45;21,45;60,83;102,29;124,05;111,01;64,48;135,00;93,45;-;144,18;112,50;111,05
16.03.2026 16:00;16.03.2026 17:00;106,21;110,69;94,33;106,21;106,21;36,81;106,60;107,98;140,02;145,91;106,48;140,10;126,90;-;146,70;135,69;150,38
16.03.2026 17:00;16.03.2026 18:00;138,60;136,36;131,02;137,58;138,32;81,48;134,66;117,02;149,20;170,55;139,55;149,19;151,38;-;158,11;150,66;169,02
16.03.2026 18:00;16.03.2026 19:00;165,04;168,09;165,82;164,00;164,90;165,99;165,74;128,16;168,57;207,00;166,79;172,43;179,57;-;167,77;167,55;250,00
16.03.2026 19:00;16.03.2026 20:00;179,89;176,19;179,93;177,09;177,52;179,93;179,94;139,82;179,48;187,28;179,36;176,38;181,36;-;179,93;179,93;220,01
16.03.2026 20:00;16.03.2026 21:00;154,78;152,86;154,85;154,75;154,30;154,94;154,82;131,67;154,41;156,93;155,23;155,97;153,61;-;161,67;156,91;190,97
16.03.2026 21:00;16.03.2026 22:00;125,71;126,70;125,85;125,71;125,15;125,97;125,77;118,29;126,00;126,15;125,30;144,89;124,62;-;147,44;128,45;139,89
16.03.2026 22:00;16.03.2026 23:00;121,91;122,42;122,07;121,91;120,35;122,18;122,00;114,67;122,88;118,14;118,55;140,10;123,77;-;141,39;123,19;123,46
16.03.2026 23:00;17.03.2026 00:00;99,77;102,78;99,07;99,77;99,77;96,79;99,46;101,77;100,06;99,90;96,72;137,30;99,93;-;136,64;100,09;100,01
17.03.2026 00:00;17.03.2026 01:00;113,67;114,24;112,55;113,67;113,66;109,29;113,23;107,38;114,16;113,90;104,83;140,00;113,94;-;140,00;114,22;114,08
17.03.2026 01:00;17.03.2026 02:00;105,59;106,79;103,71;105,59;105,58;98,21;104,80;103,91;106,43;105,98;96,22;138,20;106,05;-;132,45;106,52;106,28
17.03.2026 02:00;17.03.2026 03:00;106,42;107,26;103,47;106,42;106,42;94,88;105,21;103,38;107,75;107,06;100,68;137,41;107,17;-;129,27;107,90;107,53
17.03.2026 03:00;17.03.2026 04:00;106,52;105,66;100,71;106,44;106,43;83,96;104,08;103,60;109,15;107,78;96,74;135,36;107,99;-;134,31;109,43;108,70
17.03.2026 04:00;17.03.2026 05:00;110,03;109,37;105,94;108,32;108,32;94,13;108,32;106,37;111,85;110,88;102,90;135,00;111,04;-;132,54;112,05;111,53
17.03.2026 05:00;17.03.2026 06:00;119,92;117,57;113,55;116,24;117,15;94,92;116,89;110,53;122,75;121,24;117,33;141,23;121,49;-;135,41;123,05;122,25
17.03.2026 06:00;17.03.2026 07:00;147,97;140,88;137,93;142,35;145,97;109,63;143,36;115,92;152,17;149,78;147,48;155,00;150,16;-;152,06;152,58;151,33
17.03.2026 07:00;17.03.2026 08:00;167,98;161,60;164,00;162,16;169,80;153,50;166,16;115,88;169,73;168,89;173,12;165,16;169,17;-;174,58;169,32;170,65
17.03.2026 08:00;17.03.2026 09:00;152,51;149,10;150,50;151,67;152,68;145,07;151,65;119,30;153,30;153,03;154,70;154,79;153,42;-;165,85;152,46;155,61
17.03.2026 09:00;17.03.2026 10:00;124,07;119,62;118,08;123,10;123,94;64,71;120,69;115,01;128,60;126,72;124,60;143,04;127,37;-;148,83;128,13;131,07
17.03.2026 10:00;17.03.2026 11:00;108,64;101,24;93,11;105,53;105,54;8,76;102,77;107,29;118,45;113,62;105,24;138,47;114,80;-;128,47;119,29;118,62
17.03.2026 11:00;17.03.2026 12:00;100,65;91,60;78,35;97,11;97,11;0,00;89,51;101,91;112,10;106,22;92,75;125,00;107,49;-;125,24;113,70;110,59
17.03.2026 12:00;17.03.2026 13:00;95,23;83,95;70,47;89,04;89,03;-0,01;82,79;92,65;106,71;105,20;67,91;117,71;101,93;-;122,50;108,53;104,91
17.03.2026 13:00;17.03.2026 14:00;96,77;84,22;71,26;90,28;90,28;-0,01;83,92;94,31;108,65;103,69;62,66;117,71;103,65;-;121,17;110,48;106,71
17.03.2026 14:00;17.03.2026 15:00;99,33;85,01;73,50;88,38;88,37;-0,01;87,04;96,39;111,65;105,83;54,10;123,29;106,56;-;126,93;113,51;109,71
17.03.2026 15:00;17.03.2026 16:00;112,11;97,27;82,86;98,98;98,98;0,00;98,98;105,82;124,46;119,03;91,09;129,88;119,90;-;130,05;127,50;132,13
17.03.2026 16:00;17.03.2026 17:00;131,78;114,20;100,83;117,81;117,81;6,86;117,81;111,86;147,36;138,63;116,09;141,29;139,90;-;146,46;148,20;144,20
17.03.2026 17:00;17.03.2026 18:00;162,20;143,58;137,09;128,30;160,35;55,42;149,38;114,40;173,09;166,82;160,80;165,91;167,83;-;169,00;174,01;170,98
